ID,Corredor,Sentido,Inicio,Fin,Longitud [km],Proyecto,PYP,Operación,Estado,Google maps,Python,Vectorrutas,Origin,Punto de control,Destination,Enviar correo,Consulta Phyton,Archivo Phyton,Observaciones_1
117,Avenida Las Vegas,SN,Calle 18 Sur,Calle 10,2.9,TV P.O/Gestión de velocidad,PyP,Interrumpido,Activo,"https://www.google.com/maps/dir/6.1872161,-75.5817068/6.1996306,-75.5775763/6.2125576,-75.5761829/@6.1895957,-75.5773217,16.17z/data=!4m2!4m1!3e0?hl=es","https://maps.googleapis.com/maps/api/directions/json?origin=6.1872161,-75.5817068&destination=6.2125576,-75.5761829&waypoints=6.1996306,-75.5775763&alternatives=true&key=AIzaSyDWOGD72p9N8ekown3glm3rbS1fN7tQm4w&traffic_model=best_guess&departure_time=now",Ruta desde Zuniga hasta Calle 10 por Av Las Vegas,"6.1872161,-75.5817068","6.1996306,-75.5775763","6.2125576,-75.5761829",0.0,"cuerpo += leerruta(""https://maps.googleapis.com/maps/api/directions/json?origin=6.1872161,-75.5817068&destination=6.2125576,-75.5761829&waypoints=6.1996306,-75.5775763&alternatives=true&key=AIzaSyDWOGD72p9N8ekown3glm3rbS1fN7tQm4w&traffic_model=best_guess&departure_time=now"",0,117,""Ruta desde Zuniga hasta Calle 10 por Av Las Vegas"",0)",,"Creado el 26/08/2021
seguimiento 13/07/2022 - activo"
118,Carrera 68,NS,Calle 98,Calle 92EE,0.85,Castilla,PyP,Interrumpido,Inactivo,"https://www.google.com/maps/dir/6.2938046,-75.5711752/6.2865487,-75.5735581/@6.2903001,-75.5750878,16.5z/data=!4m2!4m1!3e0?hl=es","https://maps.googleapis.com/maps/api/directions/json?origin=6.2938046,-75.5711752&destination=6.2865487,-75.5735581&alternatives=true&key=AIzaSyDWOGD72p9N8ekown3glm3rbS1fN7tQm4w&traffic_model=best_guess&departure_time=now",Ruta desde la calle 98 hasta la calle 92EE por carrera 68,"6.2938046,-75.5711752",,"6.2865487,-75.5735581",0.0,"cuerpo += leerruta(""https://maps.googleapis.com/maps/api/directions/json?origin=6.2938046,-75.5711752&destination=6.2865487,-75.5735581&alternatives=true&key=AIzaSyDWOGD72p9N8ekown3glm3rbS1fN7tQm4w&traffic_model=best_guess&departure_time=now"",0,118,""Ruta desde la calle 98 hasta la calle 92EE por carrera 68"",0)",,"Creado el 04/10/2021 para el proyecto de Castilla
seguimiento 13/07/2022 - activo
Suspendido - 01/12/2022"
119,Carrera 67,SN,Calle 92F,Calle 98,0.8,Castilla,PyP,Interrumpido,Inactivo,"https://www.google.com/maps/dir/6.2864924,-75.5728347/6.2934511,-75.5705197/@6.2905593,-75.5737432,16.5z/data=!4m2!4m1!3e0?hl=es","https://maps.googleapis.com/maps/api/directions/json?origin=6.2864924,-75.5728347&destination=6.2934511,-75.5705197&alternatives=true&key=AIzaSyDWOGD72p9N8ekown3glm3rbS1fN7tQm4w&traffic_model=best_guess&departure_time=now",Ruta desde la calle 92F hasta la calle 98 por carrera 67,"6.2864924,-75.5728347",,"6.2934511,-75.5705197",0.0,"cuerpo += leerruta(""https://maps.googleapis.com/maps/api/directions/json?origin=6.2864924,-75.5728347&destination=6.2934511,-75.5705197&alternatives=true&key=AIzaSyDWOGD72p9N8ekown3glm3rbS1fN7tQm4w&traffic_model=best_guess&departure_time=now"",0,119,""Ruta desde la calle 92F hasta la calle 98 por carrera 67"",0)",,"Creado el 04/10/2021 para el proyecto de Castilla
seguimiento 13/07/2022 - activo
Suspendido - 01/12/2022"
120,Calle 94,WE,Carrera 73,Carrera 65,0.75,Castilla,PyP,Interrumpido,Inactivo,"https://www.google.com/maps/dir/6.2899811,-75.5769599/6.2880198,-75.5704475/@6.2891829,-75.5757789,17z/data=!4m2!4m1!3e0?hl=es","https://maps.googleapis.com/maps/api/directions/json?origin=6.2899811,-75.5769599&destination=6.2880198,-75.5704475&alternatives=true&key=AIzaSyDWOGD72p9N8ekown3glm3rbS1fN7tQm4w&traffic_model=best_guess&departure_time=now",Ruta desde la carrera73 hasta la carrera 65 por calle 94,"6.2899811,-75.5769599",,"6.2880198,-75.5704475",0.0,"cuerpo += leerruta(""https://maps.googleapis.com/maps/api/directions/json?origin=6.2899811,-75.5769599&destination=6.2880198,-75.5704475&alternatives=true&key=AIzaSyDWOGD72p9N8ekown3glm3rbS1fN7tQm4w&traffic_model=best_guess&departure_time=now"",0,120,""Ruta desde la carrera73 hasta la carrera 65 por calle 94"",0)",,"Creado el 04/10/2021 para el proyecto de Castilla
seguimiento 13/07/2022 - activo
Suspendido - 01/12/2022"
121,Calle 95,EW,Carrera 65,Carrera 73,0.7,Castilla,PyP,Interrumpido,Inactivo,"https://www.google.com/maps/dir/6.2891903,-75.5704611/6.291203,-75.5765279/@6.2899626,-75.5749455,17.5z/data=!4m2!4m1!3e0?hl=es","https://maps.googleapis.com/maps/api/directions/json?origin=6.2891903,-75.5704611&destination=6.291203,-75.5765279&alternatives=true&key=AIzaSyDWOGD72p9N8ekown3glm3rbS1fN7tQm4w&traffic_model=best_guess&departure_time=now",Ruta desde la carrera 65 hasta la carrera 73 por calle 95,"6.2891903,-75.5704611",,"6.291203,-75.5765279",0.0,"cuerpo += leerruta(""https://maps.googleapis.com/maps/api/directions/json?origin=6.2891903,-75.5704611&destination=6.291203,-75.5765279&alternatives=true&key=AIzaSyDWOGD72p9N8ekown3glm3rbS1fN7tQm4w&traffic_model=best_guess&departure_time=now"",0,121,""Ruta desde la carrera 65 hasta la carrera 73 por calle 95"",0)",,"Creado el 04/10/2021 para el proyecto de Castilla
seguimiento 13/07/2022 - activo
Suspendido - 01/12/2022"
122,Carrera 45 -  El Palo,SN,Calle 44 - San Juan,Calle 58,1.3,ZUAP/TV P.O,PyP,Interrumpido,Activo,"https://www.google.com/maps/dir/6.2436444,-75.5675277/6.2531765,-75.5604694/@6.2469979,-75.5654762,16.08z/data=!4m9!4m8!1m5!3m4!1m2!1d-75.5608079!2d6.2527182!3s0x8e4428f7373b7a81:0x28772d7e353c2f2a!1m0!3e0?hl=es","https://maps.googleapis.com/maps/api/directions/json?origin=6.2436444,-75.5675277&destination=6.2531765,-75.5604694&alternatives=true&key=AIzaSyDWOGD72p9N8ekown3glm3rbS1fN7tQm4w&traffic_model=best_guess&departure_time=now",Ruta desde la calle 44 hasta la calle 58 por El Palo,"6.2436444,-75.5675277",,"6.2531765,-75.5604694",0.0,"cuerpo += leerruta(""https://maps.googleapis.com/maps/api/directions/json?origin=6.2436444,-75.5675277&destination=6.2531765,-75.5604694&alternatives=true&key=AIzaSyDWOGD72p9N8ekown3glm3rbS1fN7tQm4w&traffic_model=best_guess&departure_time=now"",0,122,""Ruta desde la calle 44 hasta la calle 58 por El Palo"",0)",,"Creado el 05/10/2021 para el proyecto de ZUAP
seguimiento 13/07/2022 - activo"
123,Carrera 43 - Girardot,NS,Calle 58,Calle 44 - San Juan,1.3,ZUAP/TV P.O,PyP,Interrumpido,Activo,"https://www.google.com/maps/dir/6.2526645,-75.5599101/6.2426624,-75.5651252/@6.2480486,-75.5655298,16z/data=!4m2!4m1!3e0","https://maps.googleapis.com/maps/api/directions/json?origin=6.2526645,-75.5599101&destination=6.2426624,-75.5651252&alternatives=true&key=AIzaSyDWOGD72p9N8ekown3glm3rbS1fN7tQm4w&traffic_model=best_guess&departure_time=now",Ruta desde la calle 58 hasta la calle 44 por Girardot,"6.2526645,-75.5599101",,"6.2426624,-75.5651252",0.0,"cuerpo += leerruta(""https://maps.googleapis.com/maps/api/directions/json?origin=6.2526645,-75.5599101&destination=6.2426624,-75.5651252&alternatives=true&key=AIzaSyDWOGD72p9N8ekown3glm3rbS1fN7tQm4w&traffic_model=best_guess&departure_time=now"",0,123,""Ruta desde la calle 58 hasta la calle 44 por Girardot"",0)",tiempos_de_viaje_seguimiento_6.pyw,"Creado el 11/10/2021 para el proyecto de ZUAP
seguimiento 13/07/2022 - activo"
124,Calle 44 - San Juan Calzada Sur,WE,Avenida Ferrocarril,Carrera 45 -  El Palo,0.8,ZUAP/TV P.O,PyP,Interrumpido,Activo,"https://www.google.com/maps/dir/6.2459214,-75.5746995/6.2435646,-75.5677132/@6.2470678,-75.573296,16.44z/data=!4m2!4m1!3e0","https://maps.googleapis.com/maps/api/directions/json?origin=6.2459214,-75.5746995&destination=6.2435646,-75.5677132&alternatives=true&key=AIzaSyDWOGD72p9N8ekown3glm3rbS1fN7tQm4w&traffic_model=best_guess&departure_time=now",Ruta desde la Av Ferrocarril hasta la carrera 45 por San Juan,"6.2459214,-75.5746995",,"6.2435646,-75.5677132",0.0,"cuerpo += leerruta(""https://maps.googleapis.com/maps/api/directions/json?origin=6.2459214,-75.5746995&destination=6.2435646,-75.5677132&alternatives=true&key=AIzaSyDWOGD72p9N8ekown3glm3rbS1fN7tQm4w&traffic_model=best_guess&departure_time=now"",0,124,""Ruta desde la Av Ferrocarril hasta la carrera 45 por San Juan"",0)",tiempos_de_viaje_seguimiento_6.pyw,"Creado el 11/10/2021 para el proyecto de ZUAP
seguimiento 13/07/2022 - activo"
125,Calle 44 - San Juan Calzada Norte,EW,Carrera 46 - Av Oriental,Avenida Ferrocarril,0.7,ZUAP/TV P.O,PyP,Interrumpido,Activo,"https://www.google.com/maps/dir/6.2439055,-75.5685508/6.2462661,-75.5745798/@6.2457333,-75.5737108,17.26z/data=!4m2!4m1!3e0","https://maps.googleapis.com/maps/api/directions/json?origin=6.2439055,-75.5685508&destination=6.2462661,-75.5745798&alternatives=true&key=AIzaSyDWOGD72p9N8ekown3glm3rbS1fN7tQm4w&traffic_model=best_guess&departure_time=now",Ruta desde la Av Oriental hasta la Av Ferrocarril por San Juan,"6.2439055,-75.5685508",,"6.2462661,-75.5745798",0.0,"cuerpo += leerruta(""https://maps.googleapis.com/maps/api/directions/json?origin=6.2439055,-75.5685508&destination=6.2462661,-75.5745798&alternatives=true&key=AIzaSyDWOGD72p9N8ekown3glm3rbS1fN7tQm4w&traffic_model=best_guess&departure_time=now"",0,125,""Ruta desde la Av Oriental hasta la Av Ferrocarril por San Juan"",0)",tiempos_de_viaje_seguimiento_6.pyw,"Creado el 11/10/2021 para el proyecto de ZUAP
seguimiento 13/07/2022 - activo"
126,Carrera 51 - Bolivar,NS,Calle 57 B,Calle 53 Avenida de Greiff,0.5,ZUAP/TV P.O,PyP,Interrumpido,Activo,"https://www.google.com/maps/dir/6.256725,-75.5668758/6.2525017,-75.5678092/@6.2549054,-75.5686356,17.48z/data=!4m2!4m1!3e0","https://maps.googleapis.com/maps/api/directions/json?origin=6.256725,-75.5668758&destination=6.2525017,-75.5678092&alternatives=true&key=AIzaSyDWOGD72p9N8ekown3glm3rbS1fN7tQm4w&traffic_model=best_guess&departure_time=now",Ruta desde la Carrera 57 B hasta la Av de Greiff por Bolivar,"6.256725,-75.5668758",,"6.2525017,-75.5678092",0.0,"cuerpo += leerruta(""https://maps.googleapis.com/maps/api/directions/json?origin=6.256725,-75.5668758&destination=6.2525017,-75.5678092&alternatives=true&key=AIzaSyDWOGD72p9N8ekown3glm3rbS1fN7tQm4w&traffic_model=best_guess&departure_time=now"",0,126,""Ruta desde la Carrera 57 B hasta la Av de Greiff por Bolivar"",0)",tiempos_de_viaje_seguimiento_6.pyw,"Creado el 11/10/2021 para el proyecto de ZUAP
seguimiento 13/07/2022 - activo"
127,Carrera 50 - Palace,SN,Calle 44 - San Juan,Calle 53 Avenida de Greiff,0.75,ZUAP/TV P.O,PyP,Interrumpido,Activo,"https://www.google.com/maps/dir/6.244499,-75.5697208/6.2508545,-75.5673303/@6.2478941,-75.569661,16.74z/data=!4m2!4m1!3e0","https://maps.googleapis.com/maps/api/directions/json?origin=6.244499,-75.5697208&destination=6.2508545,-75.5673303&alternatives=true&key=AIzaSyDWOGD72p9N8ekown3glm3rbS1fN7tQm4w&traffic_model=best_guess&departure_time=now",Ruta desde la Calle 44 hasta la Av de Greiff por Palace,"6.244499,-75.5697208",,"6.2508545,-75.5673303",0.0,"cuerpo += leerruta(""https://maps.googleapis.com/maps/api/directions/json?origin=6.244499,-75.5697208&destination=6.2508545,-75.5673303&alternatives=true&key=AIzaSyDWOGD72p9N8ekown3glm3rbS1fN7tQm4w&traffic_model=best_guess&departure_time=now"",0,127,""Ruta desde la Calle 44 hasta la Av de Greiff por Palace"",0)",tiempos_de_viaje_seguimiento_6.pyw,"Creado el 11/10/2021 para el proyecto de ZUAP
seguimiento 13/07/2022 - activo"
128,Carrrera 53 - Cundinamarca,SN,Calle 53 Avenida de Greiff,Calle 58 Av Oriental,0.45,ZUAP/TV P.O,PyP,Interrumpido,Activo,"https://www.google.com/maps/dir/6.2531448,-75.5694161/6.2571004,-75.5687388/@6.2550805,-75.569393,17.48z/data=!4m2!4m1!3e0","https://maps.googleapis.com/maps/api/directions/json?origin=6.2531448,-75.5694161&destination=6.2571004,-75.5687388&alternatives=true&key=AIzaSyDWOGD72p9N8ekown3glm3rbS1fN7tQm4w&traffic_model=best_guess&departure_time=now",Ruta desde la Av de Greiff hasta la Av Oriental por Carrera 53,"6.2531448,-75.5694161",,"6.2571004,-75.5687388",0.0,"cuerpo += leerruta(""https://maps.googleapis.com/maps/api/directions/json?origin=6.2531448,-75.5694161&destination=6.2571004,-75.5687388&alternatives=true&key=AIzaSyDWOGD72p9N8ekown3glm3rbS1fN7tQm4w&traffic_model=best_guess&departure_time=now"",0,128,""Ruta desde la Av de Greiff hasta la Av Oriental por Carrera 53"",0)",tiempos_de_viaje_seguimiento_6.pyw,"Creado el 11/10/2021 para el proyecto de ZUAP
seguimiento 13/07/2022 - activo"
129,Carrera 54 - Cucuta,NS,Calle 58 Av Oriental,Calle 53 Avenida de Greiff,0.4,ZUAP/TV P.O,PyP,Interrumpido,Activo,"https://www.google.com/maps/dir/6.2571158,-75.569571/6.2534895,-75.5702488/@6.256092,-75.5694724,17.26z/data=!4m9!4m8!1m5!3m4!1m2!1d-75.5697155!2d6.2564336!3s0x8e4428fc5fe236d5:0x97290b7e48d647ec!1m0!3e0","https://maps.googleapis.com/maps/api/directions/json?origin=6.2571158,-75.569571&destination=6.2534895,-75.5702488&alternatives=true&key=AIzaSyDWOGD72p9N8ekown3glm3rbS1fN7tQm4w&traffic_model=best_guess&departure_time=now",Ruta desde la Av Oriental hasta la Av de Greiff por Carrera 54,"6.2571158,-75.569571",,"6.2534895,-75.5702488",0.0,"cuerpo += leerruta(""https://maps.googleapis.com/maps/api/directions/json?origin=6.2571158,-75.569571&destination=6.2534895,-75.5702488&alternatives=true&key=AIzaSyDWOGD72p9N8ekown3glm3rbS1fN7tQm4w&traffic_model=best_guess&departure_time=now"",0,129,""Ruta desde la Av Oriental hasta la Av de Greiff por Carrera 54"",0)",tiempos_de_viaje_seguimiento_6.pyw,"Creado el 11/10/2021 para el proyecto de ZUAP
seguimiento 13/07/2022 - activo"
130,Carrera 47 - Sucre,NS,Calle 57,Calle 48,0.85,ZUAP/TV P.O,PyP,Interrumpido,Activo,"https://www.google.com/maps/dir/6.2537895,-75.5630912/6.2470359,-75.5667524/@6.2501799,-75.5687184,16.74z/data=!4m9!4m8!1m5!3m4!1m2!1d-75.5640925!2d6.2521614!3s0x8e4428f995619271:0x5af2bf5f08e78c90!1m0!3e0","https://maps.googleapis.com/maps/api/directions/json?origin=6.2537895,-75.5630912&destination=6.2470359,-75.5667524&alternatives=true&key=AIzaSyDWOGD72p9N8ekown3glm3rbS1fN7tQm4w&traffic_model=best_guess&departure_time=now",Ruta desde la Calle 57 hasta la Calle 48 por Carrera 47,"6.2537895,-75.5630912",,"6.2470359,-75.5667524",0.0,"cuerpo += leerruta(""https://maps.googleapis.com/maps/api/directions/json?origin=6.2537895,-75.5630912&destination=6.2470359,-75.5667524&alternatives=true&key=AIzaSyDWOGD72p9N8ekown3glm3rbS1fN7tQm4w&traffic_model=best_guess&departure_time=now"",0,130,""Ruta desde la Calle 57 hasta la Calle 48 por Carrera 47"",0)",tiempos_de_viaje_seguimiento_6.pyw,"Creado el 11/10/2021 para el proyecto de ZUAP
seguimiento 13/07/2022 - activo"
131,Calle 48 - Pichincha,EW,Carrera 53,Avenida Ferrocarril,0.4,ZUAP/TV P.O,PyP,Interrumpido,Activo,"https://www.google.com/maps/dir/6.2488543,-75.5711458/6.2500274,-75.5747078/@6.2504365,-75.5742099,17.26z/data=!4m2!4m1!3e0","https://maps.googleapis.com/maps/api/directions/json?origin=6.2488543,-75.5711458&destination=6.2500274,-75.5747078&alternatives=true&key=AIzaSyDWOGD72p9N8ekown3glm3rbS1fN7tQm4w&traffic_model=best_guess&departure_time=now",Ruta desde la Carrera 53 hasta la Av Ferrocarril por Calle 48,"6.2488543,-75.5711458",,"6.2500274,-75.5747078",0.0,"cuerpo += leerruta(""https://maps.googleapis.com/maps/api/directions/json?origin=6.2488543,-75.5711458&destination=6.2500274,-75.5747078&alternatives=true&key=AIzaSyDWOGD72p9N8ekown3glm3rbS1fN7tQm4w&traffic_model=best_guess&departure_time=now"",0,131,""Ruta desde la Carrera 53 hasta la Av Ferrocarril por Calle 48"",0)",tiempos_de_viaje_seguimiento_6.pyw,"Creado el 11/10/2021 para el proyecto de ZUAP
seguimiento 13/07/2022 - activo"
132,Calle 48 - Pichincha,EW,Carrera 47,Carrera 51 - Bolivar,0.3,ZUAP/TV P.O,PyP,Interrumpido,Activo,"https://www.google.com/maps/dir/6.247026,-75.5668464/6.2481169,-75.569285/@6.2478722,-75.5683008,18.25z/data=!4m2!4m1!3e0","https://maps.googleapis.com/maps/api/directions/json?origin=6.247026,-75.5668464&destination=6.2481169,-75.569285&alternatives=true&key=AIzaSyDWOGD72p9N8ekown3glm3rbS1fN7tQm4w&traffic_model=best_guess&departure_time=now",Ruta desde la Carrera 47 hasta la Carrera 51 Bolivar por Calle 48,"6.247026,-75.5668464",,"6.2481169,-75.569285",0.0,"cuerpo += leerruta(""https://maps.googleapis.com/maps/api/directions/json?origin=6.247026,-75.5668464&destination=6.2481169,-75.569285&alternatives=true&key=AIzaSyDWOGD72p9N8ekown3glm3rbS1fN7tQm4w&traffic_model=best_guess&departure_time=now"",0,132,""Ruta desde la Carrera 47 hasta la Carrera 51 Bolivar por Calle 48"",0)",tiempos_de_viaje_seguimiento_6.pyw,"Creado el 11/10/2021 para el proyecto de ZUAP
seguimiento 13/07/2022 - activo"
133,Calle 46 - Bombona,WE,Avenida Ferrocarril,Carrera 43,1.3,ZUAP/TV P.O,PyP,Interrumpido,Activo,"https://www.google.com/maps/dir/6.2490889,-75.5747615/6.2444709,-75.5643223/@6.2469592,-75.5718135,16.78z/data=!4m9!4m8!1m5!3m4!1m2!1d-75.5703796!2d6.2474636!3s0x8e44285596c5754b:0xd99c60ac3dc81f92!1m0!3e0","https://maps.googleapis.com/maps/api/directions/json?origin=6.2490889,-75.5747615&destination=6.2444709,-75.5643223&alternatives=true&key=AIzaSyDWOGD72p9N8ekown3glm3rbS1fN7tQm4w&traffic_model=best_guess&departure_time=now",Ruta desde la Av Ferrocarril hasta la Carrera 43 Girardot por Calle 46,"6.2490889,-75.5747615",,"6.2444709,-75.5643223",0.0,"cuerpo += leerruta(""https://maps.googleapis.com/maps/api/directions/json?origin=6.2490889,-75.5747615&destination=6.2444709,-75.5643223&alternatives=true&key=AIzaSyDWOGD72p9N8ekown3glm3rbS1fN7tQm4w&traffic_model=best_guess&departure_time=now"",0,133,""Ruta desde la Av Ferrocarril hasta la Carrera 43 Girardot por Calle 46"",0)",tiempos_de_viaje_seguimiento_6.pyw,"Creado el 11/10/2021 para el proyecto de ZUAP
seguimiento 13/07/2022 - activo"
134,Calle 54,EW,Carrera 43,Carrera 51 - Bolivar,0.75,ZUAP/TV P.O,PyP,Interrumpido,Activo,"https://www.google.com/maps/dir/6.2500167,-75.5614738/6.2537228,-75.5673371/@6.2525528,-75.5671526,16.81z/data=!4m9!4m8!1m5!3m4!1m2!1d-75.5646691!2d6.2521262!3s0x8e4428f9bc8d9ff3:0x15a8caeed87d2532!1m0!3e0","https://maps.googleapis.com/maps/api/directions/json?origin=6.2500167,-75.5614738&destination=6.2537228,-75.5673371&alternatives=true&key=AIzaSyDWOGD72p9N8ekown3glm3rbS1fN7tQm4w&traffic_model=best_guess&departure_time=now",Ruta desde la Carrera 43hasta la Carrera 51 Bolivar por Calle 54,"6.2500167,-75.5614738",,"6.2537228,-75.5673371",0.0,"cuerpo += leerruta(""https://maps.googleapis.com/maps/api/directions/json?origin=6.2500167,-75.5614738&destination=6.2537228,-75.5673371&alternatives=true&key=AIzaSyDWOGD72p9N8ekown3glm3rbS1fN7tQm4w&traffic_model=best_guess&departure_time=now"",0,134,""Ruta desde la Carrera 43hasta la Carrera 51 Bolivar por Calle 54"",0)",tiempos_de_viaje_seguimiento_6.pyw,"Creado el 11/10/2021 para el proyecto de ZUAP
seguimiento 13/07/2022 - activo"
135,Avenida Ferrocarril Calzada este,SN,Calle 44 - San Juan,Calle 53 Avenida de Greiff,1.2,ZUAP/TV P.O,PyP,Interrumpido,Activo,"https://www.google.com/maps/dir/6.2467648,-75.5751755/6.2568967,-75.5722287/@6.2535327,-75.5748263,15.77z/data=!4m2!4m1!3e0","https://maps.googleapis.com/maps/api/directions/json?origin=6.2467648,-75.5751755&destination=6.2568967,-75.5722287&alternatives=true&key=AIzaSyDWOGD72p9N8ekown3glm3rbS1fN7tQm4w&traffic_model=best_guess&departure_time=now",Ruta desde la Calle 44 San Juan hasta la Av de Greiff por Av Ferrocarril,"6.2467648,-75.5751755",,"6.2568967,-75.5722287",0.0,"cuerpo += leerruta(""https://maps.googleapis.com/maps/api/directions/json?origin=6.2467648,-75.5751755&destination=6.2568967,-75.5722287&alternatives=true&key=AIzaSyDWOGD72p9N8ekown3glm3rbS1fN7tQm4w&traffic_model=best_guess&departure_time=now"",0,135,""Ruta desde la Calle 44 San Juan hasta la Av de Greiff por Av Ferrocarril"",0)",tiempos_de_viaje_seguimiento_6.pyw,"Creado el 11/10/2021 para el proyecto de ZUAP
seguimiento 13/07/2022 - activo"
136,Avenida Ferrocarril Calzada oeste,NS,Calle 53 Avenida de Greiff,Calle 44 - San Juan,1.2,ZUAP/TV P.O,PyP,Interrumpido,Activo,"https://www.google.com/maps/dir/6.2570518,-75.5726458/6.2469641,-75.5753049/@6.2522124,-75.5770409,15.77z/data=!4m2!4m1!3e0","https://maps.googleapis.com/maps/api/directions/json?origin=6.2570518,-75.5726458&destination=6.2469641,-75.5753049&alternatives=true&key=AIzaSyDWOGD72p9N8ekown3glm3rbS1fN7tQm4w&traffic_model=best_guess&departure_time=now",Ruta desde la Av de Greiff hasta la Calle 44 San Juan por Av Ferrocarril,"6.2570518,-75.5726458",,"6.2469641,-75.5753049",0.0,"cuerpo += leerruta(""https://maps.googleapis.com/maps/api/directions/json?origin=6.2570518,-75.5726458&destination=6.2469641,-75.5753049&alternatives=true&key=AIzaSyDWOGD72p9N8ekown3glm3rbS1fN7tQm4w&traffic_model=best_guess&departure_time=now"",0,136,""Ruta desde la Av de Greiff hasta la Calle 44 San Juan por Av Ferrocarril"",0)",tiempos_de_viaje_seguimiento_6.pyw,"Creado el 11/10/2021 para el proyecto de ZUAP
seguimiento 13/07/2022 - activo"
137,Av Oriental Calzada este,SN,Calle 44 - San Juan,Calle 58,1.4,ZUAP/TV P.O,PyP,Interrumpido,Activo,"https://www.google.com/maps/dir/6.2440149,-75.5682448/6.2544252,-75.5621963/@6.2473872,-75.5725745,15.77z/data=!4m9!4m8!1m5!3m4!1m2!1d-75.5671697!2d6.2455315!3s0x8e44285691d378f9:0x516fb052600c3a8e!1m0!3e0","https://maps.googleapis.com/maps/api/directions/json?origin=6.2440149,-75.5682448&destination=6.2544252,-75.5621963&alternatives=true&key=AIzaSyDWOGD72p9N8ekown3glm3rbS1fN7tQm4w&traffic_model=best_guess&departure_time=now",Ruta desde la Calle 44 San Juan hasta la Calle 58 por Av Oriental,"6.2440149,-75.5682448",,"6.2544252,-75.5621963",0.0,"cuerpo += leerruta(""https://maps.googleapis.com/maps/api/directions/json?origin=6.2440149,-75.5682448&destination=6.2544252,-75.5621963&alternatives=true&key=AIzaSyDWOGD72p9N8ekown3glm3rbS1fN7tQm4w&traffic_model=best_guess&departure_time=now"",0,137,""Ruta desde la Calle 44 San Juan hasta la Calle 58 por Av Oriental"",0)",tiempos_de_viaje_seguimiento_6.pyw,Creado el 11/10/2021 para el proyecto de ZUAPseguimiento 13/07/2022 - activo
138,Av Oriental Calzada oeste,NS,Calle 58,Calle 44 - San Juan,1.4,ZUAP/TV P.O,PyP,Interrumpido,Activo,"https://www.google.com/maps/dir/6.2544263,-75.5624675/6.2439522,-75.5684189/@6.2495231,-75.5701161,16.29z/data=!4m2!4m1!3e0","https://maps.googleapis.com/maps/api/directions/json?origin=6.2544263,-75.5624675&destination=6.2439522,-75.5684189&alternatives=true&key=AIzaSyDWOGD72p9N8ekown3glm3rbS1fN7tQm4w&traffic_model=best_guess&departure_time=now",Ruta desde la Calle 58  hasta la Calle 44 San Juan por Av Oriental,"6.2544263,-75.5624675",,"6.2439522,-75.5684189",0.0,"cuerpo += leerruta(""https://maps.googleapis.com/maps/api/directions/json?origin=6.2544263,-75.5624675&destination=6.2439522,-75.5684189&alternatives=true&key=AIzaSyDWOGD72p9N8ekown3glm3rbS1fN7tQm4w&traffic_model=best_guess&departure_time=now"",0,138,""Ruta desde la Calle 58  hasta la Calle 44 San Juan por Av Oriental"",0)",tiempos_de_viaje_seguimiento_6.pyw,"Creado el 11/10/2021 para el proyecto de ZUAP
seguimiento 13/07/2022 - activo"
139,Calle 58 Av Oriental Calzada norte,EW,Carrera 47,Avenida Ferrocarril,1,ZUAP/TV P.O,PyP,Interrumpido,Activo,"https://www.google.com/maps/dir/6.2546268,-75.5622858/6.2576685,-75.5702578/@6.255543,-75.5694437,16.55z/data=!4m2!4m1!3e0","https://maps.googleapis.com/maps/api/directions/json?origin=6.2546268,-75.5622858&destination=6.2576685,-75.5702578&alternatives=true&key=AIzaSyDWOGD72p9N8ekown3glm3rbS1fN7tQm4w&traffic_model=best_guess&departure_time=now",Ruta desde la Carrera 47 hasta  Av Ferrocarril por Calle 58 Av Oriental,"6.2546268,-75.5622858",,"6.2576685,-75.5702578",0.0,"cuerpo += leerruta(""https://maps.googleapis.com/maps/api/directions/json?origin=6.2546268,-75.5622858&destination=6.2576685,-75.5702578&alternatives=true&key=AIzaSyDWOGD72p9N8ekown3glm3rbS1fN7tQm4w&traffic_model=best_guess&departure_time=now"",0,139,""Ruta desde la Carrera 47 hasta  Av Ferrocarril por Calle 58 Av Oriental"",0)",tiempos_de_viaje_seguimiento_6.pyw,"Creado el 11/10/2021 para el proyecto de ZUAP
seguimiento 13/07/2022 - activo"
